id,Year ,INCOME,LGDP,FPS : Fixed Phone Subscriptions,MPS: Mobile Phone Subscriptions,BBS: Broadband Subscription,IU: Internet use ,DDI,GFCF: Gross Fixed Capital Formation ,TO: Trade Openness  (expbs+Impbs),Labor (Hlabor+Flabor),LCPI: Consumers Price Index ,LPOP: Poplulation ,consum: Government Consuption ,RD
1,2000,1,10.6079935329139,0.6209269914,0.6753028408,0.01632531275,0.4398435137,0.39172,0.225702256823456,1.25521949881307,1.27380996704102,4.40607836724549,16.5834329724044,0.364773111920833,0.017898
1,2001,1,10.623448075185,0.5092984105,0.6853028408,0.02632531275,0.4498435137,0.26795,0.235702256823456,1.27521949881307,1.28667999267578,4.44679643257607,16.5909813729818,0.369977235043507,0.0179609
1,2002,1,10.6192355374945,0.4981888978,0.6953028408,0.03632531275,0.4598435137,0.29133,0.245702256823456,1.29521949881307,1.30062000274658,4.47914290920464,16.5973642896445,0.372896034417734,0.0174543
1,2003,1,10.6160726424599,0.4842925579,0.7053028408,0.04632531275,0.4698435137,0.31063,0.255702256823456,1.31521949881307,1.29774002075195,4.49984707499261,16.6020824336324,0.38204598194263,0.017839
1,2004,1,10.6322529137059,0.4826494847,0.7153028408,0.05632531275,0.4798435137,0.34787,0.265702256823456,1.33521949881307,1.30060001373291,4.51240437496307,16.6055571877528,0.374041633445812,0.0178901
1,2005,1,10.6502175705445,0.4643445123,0.7253028408,0.06632531275,0.4898435137,0.36071,0.275702256823456,1.35521949881307,1.27111003875732,4.52914477114409,16.6078938192322,0.365534968405269,0.0177388
1,2006,1,10.682635871204,0.4531603433,0.7353028408,0.07632531275,0.4998435137,0.38398,0.285702256823456,1.37521949881307,1.27393997192383,4.54009955840333,16.6094999559208,0.374771189949123,0.0174067
1,2007,1,10.7174947729558,0.4485645335,0.7453028408,0.08632531275,0.5098435137,0.41689,0.295702256823456,1.39521949881307,1.29298999786377,4.55610930178133,16.6116751719327,0.36910380024872,0.016703
1,2008,1,10.7350729344688,0.4416437753,0.7553028408,0.09632531275,0.5198435137,0.4464,0.305702256823456,1.41521949881307,1.3082799911499,4.58067021772832,16.6155680965477,0.373265986606881,0.0162269
1,2009,1,10.6925720470691,0.4364150858,0.7653028408,0.10632531275,0.5298435137,0.47839,0.315702256823456,1.43521949881307,1.31074001312256,4.59249776442181,16.620710941996,0.413686980068561,0.016657
1,2010,1,10.7007808609042,0.4334973314,0.7753028408,0.11632531275,0.5398435137,0.51376,0.325702256823456,1.45521949881307,1.29854999542236,4.60517018598809,16.6258401730016,0.415654573700654,0.0170404
1,2011,1,10.7115093866466,0.4261511383,0.7853028408,0.12632531275,0.5498435137,0.54265,0.335702256823456,1.47521949881307,1.2924100112915,4.62831106040175,16.6305044608236,0.410753137882308,0.0188131
1,2012,1,10.6974518474576,0.4277077438,0.7953028408,0.13632531275,0.5598435137,0.58457,0.345702256823456,1.49521949881307,1.30155002593994,4.65256989749016,16.6342050111713,0.412992406955339,0.0191627
1,2013,1,10.6932010386224,0.423040648,0.8053028408,0.14632531275,0.5698435137,0.61738,0.355702256823456,1.51521949881307,1.30051998138428,4.67732981051414,16.6371532191057,0.414141291790759,0.0192987
1,2014,1,10.703736359269,0.4111878374,0.8153028408,0.15632531275,0.5798435137,0.63967,0.365702256823456,1.53521949881307,1.2893399810791,4.68704283677419,16.6407515008329,0.409513669664661,0.0197568
1,2015,1,10.7187064086823,0.4103981114,0.8253028408,0.16632531275,0.5898435137,0.67816,0.375702256823456,1.55521949881307,1.28900997161865,4.69302737512144,16.6451837017233,0.399438847085831,0.0198487
1,2016,1,10.7350650293128,0.398909506,0.8353028408,0.17632531275,0.5998435137,0.70098,0.385702256823456,1.57521949881307,1.28310001373291,4.69618903845902,16.6505054905194,0.389886452352482,0.0199685
1,2017,1,10.7578463993992,0.3848696581,0.8453028408,0.18632531275,0.6098435137,0.72007,0.395702256823456,1.59521949881307,1.28137996673584,4.70990907398995,16.656417524181,0.377975359888152,0.0198308
1,2018,1,10.7753418305382,0.3458471379,0.8553028408,0.19632531275,0.6198435137,0.70259,0.405702256823456,1.61521949881307,1.28668998718262,4.72680058522836,16.6622568582702,0.376746637863427,0.0216374
1,2019,1,10.7881582395801,0.3252007793,0.8653028408,0.20632531275,0.6298435137,0.71201,0.415702256823456,1.63521949881307,1.29658000946045,4.75279672934001,16.6688075740183,0.373145728148772,0.0216374
1,2020,1,10.7438761821308,0.2881258757,0.8753028408,0.21632531275,0.6398435137,0.69738,0.425702256823456,1.65521949881307,1.29187004089356,4.76544105563049,16.6743629819208,0.373145728148772,0.0216374
2,2000,1,10.6241806474965,0.6818560536,0.7174688458,0.02803536284,0.4568765221,0.55187,0.229100251603824,0.814775319321754,1.24898002624512,4.45697518978518,15.99842309378,0.345346699604801,0.0216374
2,2001,1,10.6358868803294,0.6691546994,0.7274688458,0.06597141561,0.4668765221,0.6343,0.239100251603824,0.819260034163615,1.2535599899292,4.48074990163796,16.0011077990595,0.332372367478775,0.0216374
2,2002,1,10.6543638643869,0.6556653002,0.7374688458,0.09416290856,0.4768765221,0.69417,0.249100251603824,0.812300187205586,1.25121997833252,4.50210506954934,16.0043621797365,0.33642415761472,0.038738
2,2003,1,10.673478317529,0.6457064542,0.7474688458,0.1223267418,0.4868765221,0.75915,0.259100251603824,0.811783471549891,1.25194004058838,4.52117856196308,16.0080831091645,0.337253856132176,0.0357948
2,2004,1,10.7119998079822,0.6326569791,0.7574688458,0.1568295254,0.4968765221,0.83352,0.269100251603824,0.831589656341669,1.24812004089355,4.52490819650866,16.0120160990781,0.325684387713351,0.0336129
2,2005,1,10.7361873998007,0.6234356716,0.7674688458,0.2790248028,0.5068765221,1.10619,0.279100251603824,0.869944555400334,1.25867000579834,4.52942966775992,16.0160155267062,0.330731111516725,0.0335958
2,2006,1,10.7761358759307,0.6098174341,0.7774688458,0.2736317998,0.5168765221,1.09208,0.289100251603824,0.899664389375576,1.26700004577637,4.54294013583966,16.021640365771,0.318412143764167,0.03475
2,2007,1,10.8025343757978,0.600244092,0.7874688458,0.303428627,0.5268765221,1.1612,0.299100251603824,0.918102803259722,1.27367000579834,4.56482068936246,16.0290558909173,0.311490182448578,0.0323383
2,2008,1,10.7902282695487,0.5779290436,0.7974688458,0.3142809103,0.5368765221,1.17005,0.309100251603824,0.947356859696683,1.27678001403809,4.59861370984046,16.036846223825,0.31555749236648,0.0346999
2,2009,1,10.7373414669499,0.5519115198,0.8074688458,0.3162316641,0.5468765221,1.15392,0.319100251603824,0.903133356934684,1.26667999267578,4.59365683938806,16.0453652679543,0.336360918206124,0.0339528
2,2010,1,10.7866332060011,0.5041954521,0.8174688458,0.319433795,0.5568765221,1.10878,0.329100251603824,0.928279826995853,1.26343997955322,4.60517018598809,16.053890514242,0.330423740220244,0.0316789
2,2011,1,10.8105351501092,0.473469875,0.8274688458,0.3198005432,0.5668765221,1.08227,0.339100251603824,0.947782946687262,1.26872001647949,4.63435173978156,16.0614420155786,0.32163078190029,0.0318702
2,2012,1,10.7972370984096,0.4368820218,0.8374688458,0.322040715,0.5768765221,1.05131,0.349100251603824,0.955131841066184,1.26982002258301,4.64319628628173,16.068839648303,0.32758851920581,0.0323025
2,2013,1,10.8005713821352,0.4084444235,0.8474688458,0.3272624001,0.5868765221,1.03882,0.359100251603824,0.945473146031874,1.27836002349853,4.6427532584579,16.0773131348254,0.335219797884777,0.0326042
2,2014,1,10.8168801090004,0.3898594643,0.8574688458,0.3385641403,0.5968765221,1.05412,0.369100251603824,0.969258289062389,1.28007999420166,4.64095525808242,16.0872353321114,0.330312342682826,0.0310184
2,2015,1,10.8502198737647,0.3640228573,0.8674688458,0.3580397237,0.6068765221,1.07676,0.379100251603824,0.982155054529217,1.2803999710083,4.64048730115782,16.0978098789665,0.321570390121278,0.0321903
2,2016,1,10.8581498115372,0.3156062211,0.8774688458,0.3741119745,0.6168765221,1.05887,0.389100251603824,0.988876252771759,1.28175998687744,4.650281869827,16.1103744188176,0.31989809358077,0.0324736
2,2017,1,10.8700304323529,0.2642806144,0.8874688458,0.3891850051,0.6268765221,1.03452,0.399100251603824,1.01458485962597,1.2867200088501,4.6680677496255,16.1238488694132,0.31666729368095,0.0336279
2,2018,1,10.877726515873,0.2170067746,0.8974688458,0.395330035,0.6368765221,0.99649,0.409100251603824,1.04706595343244,1.28808002471924,4.68741473687147,16.1354653210128,0.317143942409615,0.0331278
2,2019,1,10.8872565768055,0.1744642166,0.9074688458,0.4024085778,0.6468765221,0.96744,0.419100251603824,1.05883076476189,1.28885997772217,4.70509895500136,16.1456025436473,0.311885510570203,0.0331278
2,2020,1,10.8501049513877,0.1464076841,0.9174688458,0.4138493247,0.6568765221,0.96917,0.429100251603824,1.03235115516579,1.28763999938965,4.71006030033699,16.1528295827762,0.311885510570203,0.0331278
3,2000,1,10.8045007347742,0.7180042515,0.6297378451,0.01254401169,0.3917243086,0.44203,0.223515417649134,0.829839510533025,1.31284000396728,4.40282327369439,15.4906642982384,0.367934107533369,0.0331278
3,2001,1,10.8091154136992,0.7280042515,0.6397378451,0.02254401169,0.4017243086,0.49631,0.233515417649134,0.842613474887479,1.30508995056152,4.42593287791524,15.4942474550279,0.366254755765814,0.0232466
3,2002,1,10.81057315794,0.7380042515,0.6497378451,0.03254401169,0.4117243086,0.55059,0.243515417649134,0.856997611844727,1.31482997894287,4.44988801485384,15.4974423262813,0.366384893476224,0.0244145
3,2003,1,10.8117460515049,0.7480042515,0.6597378451,0.04254401169,0.4217243086,0.60487,0.253515417649134,0.84890564096459,1.31171997070313,4.47042643223778,15.5001624307216,0.370814365888419,0.0251085
3,2004,1,10.8354941596219,0.7580042515,0.6697378451,0.05254401169,0.4317243086,0.65915,0.263515417649134,0.871265958782794,1.32060001373291,4.48190388289772,15.5027467535422,0.368121318883923,0.0241916
3,2005,1,10.8558369401839,0.7680042515,0.6797378451,0.06254401169,0.4417243086,0.71343,0.273515417649134,0.917948809050923,1.31484001159668,4.49991878161893,15.5055015708763,0.348998439246717,0.0239337
